PSA_ID,Domain,Class,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata
486,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Climate-Smart Agriculture and Urban/Peri-Urban Agriculture in the Great Lakes Region: A Brief Literature Review - Kenya,,,,,ReliefWeb Kenya,2025-04-09,"{""source_url"": ""https://reliefweb.int/report/kenya/climate-smart-agriculture-and-urbanperi-urban-agriculture-great-lakes-region-brief-literature-review"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
487,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"WFP Kenya Country Brief, March 2025 - Kenya",,,,,ReliefWeb Kenya,2025-03-31,"{""source_url"": ""https://reliefweb.int/report/kenya/wfp-kenya-country-brief-march-2025"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
488,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),WFP’s Differentiated Assistance Approach aligns with the Shirika Plan to ensure refugee programming is sustainable and inclusive.,,,,,ReliefWeb Kenya,2025-03-31,"{""source_url"": ""https://reliefweb.int/report/kenya/wfp-kenya-country-brief-march-2025"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
489,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya | Joint Market Monitoring Initiative (JMMI) Market Overview, Q4 (October - December, 2024) - Kenya",,,,,ReliefWeb Kenya,2025-04-11,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-joint-market-monitoring-initiative-jmmi-market-overview-q4-october-december-2024"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
490,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya - Cholera outbreak (DG ECHO, Ministry of Health of Kenya, WHO) (ECHO Daily Flash of 09 April 2025) - Kenya",,,,,ReliefWeb Kenya,2025-04-09,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-cholera-outbreak-dg-echo-ministry-health-kenya-who-echo-daily-flash-09-april-2025"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
491,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya Annual Country Report 2024 - Country Strategic Plan 2023 - 2027 - Kenya,,,,,ReliefWeb Kenya,2025-03-27,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-annual-country-report-2024-country-strategic-plan-2023-2027"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
492,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Educational challenges in refugee camps in Turkana County, Kenya: a brief literature review - Kenya",,,,,ReliefWeb Kenya,2025-03-24,"{""source_url"": ""https://reliefweb.int/report/kenya/educational-challenges-refugee-camps-turkana-county-kenya-brief-literature-review"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
493,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Bridging policy and practice: Key insights from the Water, Peace and Climate Conference in Kenya - Kenya",,,,,ReliefWeb Kenya,2025-04-14,"{""source_url"": ""https://reliefweb.int/report/kenya/bridging-policy-and-practice-key-insights-water-peace-and-climate-conference-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
494,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Several messages particularly stood out to me: - There’s an urgent need for collective action on climate security, and local communities must be at the centre of shaping solutions Dr.",,,,,ReliefWeb Kenya,2025-04-14,"{""source_url"": ""https://reliefweb.int/report/kenya/bridging-policy-and-practice-key-insights-water-peace-and-climate-conference-kenya"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
495,Security & Safety,PSA,National Security,"Monica Juma, Advisor on National Security in Kenya, described climate security as ""one of the largest public good portfolios."" Her emphasis on community-centered approaches mirrors what we've witnessed in our WPS work – solutions developed with and by local communities last longer and work better.",,,,,ReliefWeb Kenya,2025-04-14,"{""source_url"": ""https://reliefweb.int/report/kenya/bridging-policy-and-practice-key-insights-water-peace-and-climate-conference-kenya"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
496,Security & Safety,PSA,Public Safety Awareness,"This is why water, peace and climate security must be part of national security policies, disaster response planning, and regional cooperation agreements.",,,,,ReliefWeb Kenya,2025-04-14,"{""source_url"": ""https://reliefweb.int/report/kenya/bridging-policy-and-practice-key-insights-water-peace-and-climate-conference-kenya"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
497,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"But to break the silos, we must continue to enhance awareness and education at the highest levels of decision-making.",,,,,ReliefWeb Kenya,2025-04-14,"{""source_url"": ""https://reliefweb.int/report/kenya/bridging-policy-and-practice-key-insights-water-peace-and-climate-conference-kenya"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
498,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"- Knowledge must translate to action During our panel, I emphasized that sharing knowledge on the water, peace and security agenda must result in practical solutions that bridge the gap between policy discussions and community realities and needs.",,,,,ReliefWeb Kenya,2025-04-14,"{""source_url"": ""https://reliefweb.int/report/kenya/bridging-policy-and-practice-key-insights-water-peace-and-climate-conference-kenya"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
499,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Daisy Kosgei is a Senior Project Officer at International Alert Kenya and the Horn of Africa that implements the Water, Peace and Security partnership work in Kenya.",,,,,ReliefWeb Kenya,2025-04-14,"{""source_url"": ""https://reliefweb.int/report/kenya/bridging-policy-and-practice-key-insights-water-peace-and-climate-conference-kenya"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
500,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),UNHCR’s Grandi hails launch of Kenya’s landmark refugee inclusion plan - Kenya,,,,,ReliefWeb Kenya,2025-03-28,"{""source_url"": ""https://reliefweb.int/report/kenya/unhcrs-grandi-hails-launch-kenyas-landmark-refugee-inclusion-plan"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
501,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),The Urban Pull on Rural Food Production Systems in East Africa: A Brief Literature Review - Kenya,,,,,ReliefWeb Kenya,2025-03-31,"{""source_url"": ""https://reliefweb.int/report/kenya/urban-pull-rural-food-production-systems-east-africa-brief-literature-review"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
502,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Climate Change Impacts on Food Security and Nutrition in Kenya's Arid and Semi-Arid Lands: A Brief Literature Review - Kenya,,,,,ReliefWeb Kenya,2025-03-27,"{""source_url"": ""https://reliefweb.int/report/kenya/climate-change-impacts-food-security-and-nutrition-kenyas-arid-and-semi-arid-lands-brief-literature-review"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
503,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),It concludes with strategic recommendations to strengthen climate resilience and ensure food and nutrition security across Kenya’s most climate-vulnerable regions.,,,,,ReliefWeb Kenya,2025-03-27,"{""source_url"": ""https://reliefweb.int/report/kenya/climate-change-impacts-food-security-and-nutrition-kenyas-arid-and-semi-arid-lands-brief-literature-review"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
504,Security & Safety,PSA,Gender-Based Violence,Kenyan Court Delays Justice for Survivors of Post-Election Sexual Violence - Kenya,,,,,ReliefWeb Kenya,2025-04-11,"{""source_url"": ""https://reliefweb.int/report/kenya/kenyan-court-delays-justice-survivors-post-election-sexual-violence"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
505,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Each election cycle brings fresh reminders of the trauma we suffered; the court must act before the 2027 election.,,,,,ReliefWeb Kenya,2025-04-11,"{""source_url"": ""https://reliefweb.int/report/kenya/kenyan-court-delays-justice-survivors-post-election-sexual-violence"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
506,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Instead of offering relief or protection, the justice system, which should have been a source of support, has become another burden to bear.",,,,,ReliefWeb Kenya,2025-04-11,"{""source_url"": ""https://reliefweb.int/report/kenya/kenyan-court-delays-justice-survivors-post-election-sexual-violence"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
507,Security & Safety,PSA,Gender-Based Violence,"We urge the judiciary to prioritize this important matter.” “We urge the Judiciary of Kenya to be sensitive to the plight of survivors, where a single day’s delay is one too many,” said Grace Wangechi of Independent Medico-Legal Unit (IMLU).",,,,,ReliefWeb Kenya,2025-04-11,"{""source_url"": ""https://reliefweb.int/report/kenya/kenyan-court-delays-justice-survivors-post-election-sexual-violence"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
508,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Justice must not only be done.,,,,,ReliefWeb Kenya,2025-04-11,"{""source_url"": ""https://reliefweb.int/report/kenya/kenyan-court-delays-justice-survivors-post-election-sexual-violence"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
509,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"And it must be felt, urgently, fully, and without compromise,” said Tina Alai, Utu Wetu Trust.",,,,,ReliefWeb Kenya,2025-04-11,"{""source_url"": ""https://reliefweb.int/report/kenya/kenyan-court-delays-justice-survivors-post-election-sexual-violence"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
510,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya: Salesian Missions provides funding for new bathrooms at Don Bosco - Kenya,,,,,ReliefWeb Kenya,2025-03-24,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-salesian-missions-provides-funding-new-bathrooms-don-bosco"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
511,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),The toilets are modern and have sensors for flushing to avoid wasting water.,,,,,ReliefWeb Kenya,2025-03-24,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-salesian-missions-provides-funding-new-bathrooms-don-bosco"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
512,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),KEN: Epidemic - 02-2025 - Cholera Outbreak field report #3 (2025-03-27) - Kenya,,,,,ReliefWeb Kenya,2025-03-27,"{""source_url"": ""https://reliefweb.int/report/kenya/ken-epidemic-02-2025-cholera-outbreak-field-report-3-2025-03-27"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
513,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),School Health & Nutrition Facility Progress Report 2024 (August-December) - Kenya,,,,,ReliefWeb Kenya,2025-04-01,"{""source_url"": ""https://reliefweb.int/report/kenya/school-health-nutrition-facility-progress-report-2024-august-december"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
514,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),- A Coordination Cell has been created for the inception phase of the SMIA initiative to ensure a more cohesive and supportive approach across the partners and countries involved.,,,,,ReliefWeb Kenya,2025-04-01,"{""source_url"": ""https://reliefweb.int/report/kenya/school-health-nutrition-facility-progress-report-2024-august-december"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
515,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"EHAGL Region: Community Feedback Analysis Report, July - September 2024 - Kenya",,,,,ReliefWeb Kenya,2025-04-07,"{""source_url"": ""https://reliefweb.int/report/kenya/ehagl-region-community-feedback-analysis-report-july-september-2024"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
516,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya - Food insecurity and malnutrition (DG ECHO, IPC) (ECHO Daily Flash of 28 March 2025) - Kenya",,,,,ReliefWeb Kenya,2025-03-28,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-food-insecurity-and-malnutrition-dg-echo-ipc-echo-daily-flash-28-march-2025"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
517,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Historic Danish public-private partnership with WFP expands home-grown school meals in East Africa - Kenya,,,,,ReliefWeb Kenya,2025-04-08,"{""source_url"": ""https://reliefweb.int/report/kenya/historic-danish-public-private-partnership-wfp-expands-home-grown-school-meals-east-africa"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
518,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Around these schools, the partnership will build an ecosystem of support that ensures the long-term sustainability of the initiative.",,,,,ReliefWeb Kenya,2025-04-08,"{""source_url"": ""https://reliefweb.int/report/kenya/historic-danish-public-private-partnership-wfp-expands-home-grown-school-meals-east-africa"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
519,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"It drives actions to urgently improve and scale up school meal programmes to ensure that every child can receive a healthy, nutritious meal in school by 2030.",,,,,ReliefWeb Kenya,2025-04-08,"{""source_url"": ""https://reliefweb.int/report/kenya/historic-danish-public-private-partnership-wfp-expands-home-grown-school-meals-east-africa"", ""collected_at"": ""2026-07-13T00:51:45.803564""}"
