PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata,Origin_File,Region,PSA_Score,Notice_Style,Needs_Native_Review
351,Governance,Anti-Corruption Initiatives,"Purity Gitonga, The Head of the Academy, thanked the Kilifi County Government for joining hands with NIAca and the EACC in promoting ethics, integrity and anti-corruption in public service.","Pureity Gitonga, Mkuu wa Chuo hicho, alimshukuru Serikali ya Kaunti ya Kilifi kwa kushirikiana na NIAca na EACC katika kukuza maadili, uadilifu na kupambana na ufisadi katika huduma ya umma.",,"Purity Gitonga, Jatend Skul, ne opwoyo sirkal mar County Kilifi kuom riwo lwedo NIAca kod EACC e jiwo timbe mabeyo, tim makare kod kedo gi mibadhi e tich mar oganda.","Purity Gitonga, Madaxa Aqoonsiga, ayaa uga mahadceliyay Dawladda Gobolka Kilifi inay gacanta ku dhigtay NIAca iyo EACC si ay u horumariyaan anshaxa, daacadnimada iyo ka hortagga musuqmaasuqa adeegga dadweynaha.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.5,,True
352,Governance,Anti-Corruption Initiatives,Corruption Prevention in Supply Chain Management The National Integrity Academy (NIAca) held the first Supply Chain Management Course for twenty-three (23) county procurement officers drawn from Ten (10) counties .,Upinzani wa ufisadi katika usimamizi wa mnyororo wa usambazaji Chuo cha Taifa cha Uadilifu (NIAca) kilifanya kozi ya kwanza ya usimamizi wa mnyororo wa usambazaji kwa maafisa ishirini na watatu (23) wa mikataba ya wilaya kutoka wilaya kumi (10) .,,Tiegruok ne mibadhi e locho e ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'iewo ng'ie,Ka hortagga musuq maasuqa ee maareynta silsiladda sahayda ee lacagaha lacagaha ee National Integrity Academy (NIAca) ayaa qabtay koorso ugu horeeyay ee maareynta silsiladda sahayda lacagaha ee shaqaalaha iibsiga ee degmooyinka 23 ee ka soo jeeda toban (10) degmo .,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.4,,True
353,Governance,Anti-Corruption Initiatives,"The aim of the training was to equip the participants with knowledge, skills and attitudes on ethics, integrity and anti-corruption competencies required to promote integrity in public procurement.","Lengo la mafunzo hayo lilikuwa kuwapa washiriki ujuzi, ujuzi na mitazamo kuhusu maadili, uadilifu na uwezo wa kupambana na ufisadi unaohitajika ili kukuza uadilifu katika mikataba ya umma.",,"Chenro mar tiegruokno ne en chiwo ne joma ne ochokore e chokruogno ng'eyo, lony, koda paro ma ne dwarore kuom weche mag timbe mabeyo, tim makare, kod kedo gi mibadhi mondo omi gibed gi nyalo mar jiwo tim makare e tij loso gik moko.","Ujeedada tababarka ayaa ahayd in la siiyo dadka ka qaybgala aqoonta, xirfadaha iyo aragtida ku saabsan anshaxa, daacadnimada iyo awoodaha la dagaalanka musuqmaasuqa ee looga baahan yahay horumarinta daacadnimada iibsiga dadweynaha.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.5,,True
354,Governance,Anti-Corruption Initiatives,"The Course participants were drawn EACC, Ken Gen, Teachers Service Commission (TSC) and the National Anti-Corruption Campaigns Steering Committee.","Washiriki wa Kozi hiyo walichaguliwa na EACC, Ken Gen, TSC na Kamati ya Kitaifa ya Usimamizi wa Kampeni za Kupinga Ufisadi.",,"Jopuonjre ma ne dhi e skundno ne gin EACC, Ken Gen, Teachers Service Commission (TSC) kod National Anti-Corruption Campaigns Steering Committee.","Ka qaybgalayaasha koorsada waxaa ka soo qayb galay EACC, Ken Gen, Guddiga Adeegga Macallinka (TSC) iyo Guddiga Hogaaminta Ololaha La-dagaallanka Musuqmaasuqa ee Qaranka.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.4,,True
355,Governance,Public Service Delivery,1005 APPOINTMENT THE STATE CORPORATIONS ACT IN EXERCISE of the powers conferred by section 10 of the (Cap.,1005 KUTAJIRIWA KWA SHIRIKA LA SHIRIKA LA KITABU KATIKA Kutumia mamlaka yaliyotolewa na kifungu cha 10 cha Sheria ya (Cap.,,1005 NG'ADONDO MAR NG'ATICH MA GIMA OKETONEGO KIT CHIWO KIT CHIWO MAG JOKRISTO KIT CHIWO TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG EN TICH MAG TICH MAG EN TICH MAG TICH MAG TICH MAG TICH MA,1005 QAYBADA SHAQADKA DAAWOORKA ee ku jira sharciga ku saabsan awoodaha lagu siiyo qaybta 10 ee Sharciga (Cap.,KenyaGazette,2026-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30,gazette_governance_psa__4_.csv,,,True,True
356,Governance,Public Service Delivery,"446) Military Veterans Act, the Defence Council appoints— STATE CORPORATIONS ADVISORY COMMITTEE Under paragraph (2) (b) – RE-APPOINTMENT Brig (Rtd.) Isaac Njoroge Muchendu, Brig (Rtd.) Hosea Abinya Oduor, IN EXERCISE of the powers conferred by section 26 (1) (e) of the State Corporations Act, I, William Samoei Ruto, President of the Under paragraph (2) (c) – Republic of Kenya and Commander-in-Chief of the Defence Forces, re-appoint— Lt.","446) Sheria ya Wanajeshi wa zamani, Baraza la Ulinzi huchagua Kamati ya Ushauri ya Shirika la Jimbo chini ya aya ya (2) (b)  RE-APPOINTMENT Brig (Rtd.) Isaac Njoroge Muchendu, Brig (Rtd.) Hosea Abinya Oduor, KWA Kutumia mamlaka yaliyotolewa na kifungu cha 26 (1) (e) cha Sheria ya Shirika la Jimbo, I, William Samoei Ruto, Rais wa Chini ya aya ya (2) (c)  Jamhuri ya Kenya na Mkuu wa Jeshi la Ulinzi, kuamua tena Lt.",,"446) Chik mar Jowasik Lweny, Bura mar Rapar oyiero Komiti mar Puonjo e Wi Oganda mag Pinje E bwo paragraf mar (2) (b)  REPOINTMENT Brig (Rtd.) Isaac Njoroge Muchendu, Brig (Rtd.) Hosea Abinya Oduor, E TDO mar teko ma omiye e sula mar 26 (1) (e) mar Chik mar Pinje mag Pinje, I, William Samoei Ruto, Jatend Joluo mar Piny Kenya e bwo paragraf mar (2) (c)  kendo Jaloch Maduong' mar Jolweny mag Rapar, oyiero kendo Lt.","446) Sharciga Veterans Military, Golaha Difaaca wuxuu magacaabaa Guddiga La-taliyaha Shirkadaha Dowladda Marka loo eego qodobka (2) (b)  Re-APPOINTMENT Brig (Rtd.) Isaac Njoroge Muchendu, Brig (Rtd.) Hosea Abinya Oduor, iyadoo la adeegsanayo awoodaha lagu siiyo qaybta 26 (1) (e) ee Sharciga Shirkadaha Dowladda, waxaan magacaabay William Samoei Ruto, Madaxweynaha Jamhuuriyadda Kenya iyo Taliyaha Guud ee Ciidamada Difaaca, Lt.",KenyaGazette,2026-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30,gazette_governance_psa__4_.csv,,,True,True
357,Governance,Public Service Delivery,"10 of 2012) 5 and 7 of the Supreme Court Rules 2020; the Chief Justice gives notice as follows: THE KENYA DEPOSIT INSURANCE CORPORATION The Supreme Court Easter recess will commence on Thursday RE-APPOINTMENT 26th March, 2026, and terminate on Wednesday 8th April, 2026 both IN EXERCISE of the powers conferred by section 7 (1) (d) of the days inclusive.","10 ya 2012) 5 na 7 ya Sheria ya Mahakama Kuu ya 2020; Jaji Mkuu anatoa taarifa ifuatayo: THE KENYA DEPOSIT INSURANCE CORPORATION Mahali pa kupumzika kwa Ista ya Mahakama Kuu itaanza siku ya Alhamisi 26 Machi, 2026, na kumalizika siku ya Jumatano 8 Aprili, 2026, zote mbili katika utekelezaji wa mamlaka zilizopewa na kifungu cha 7 (1) (d) cha siku pamoja.",,"10 mar 2012) 5 kod 7 mar Chik mar Kot Maduong' mar 2020; Jang'ad Bura Maduong' chiwo siem kaka luwogi: THE KENYA DEPOSIT INSURANCE CORPORATION Odiechieng' mar Odhiambo mar Pasaka mar Kot Maduong' biro chakore chieng' Tich Abich tarik 26 dwe mar Mach, 2026, kendo biro rumo chieng' Tich Adek tarik 8 dwe mar April, 2026, ka gitiyo gi teko ma omiyogi kaluwore gi sula mar 7 (1) (d) mar odiechienge moriwo.","10 ee 2012) 5 iyo 7 ee Xeerarka Maxkamadda Sare ee 2020; Garsooreha Guud wuxuu ogeysiiyay sida soo socota: Shirkadda DHAGEYSOoyinka DHAGEYSOoyinka Kenya Fasaxa Cashada ee Maxkamadda Sare ayaa bilaaban doonta Khamiista 26th March, 2026, oo dib loo magacaabo Arbacada 8th April, 2026, labaduba iyadoo la adeegsanayo awoodaha lagu siiyay qaybta 7 (1) (d) ee maalmaha ku jira.",KenyaGazette,2026-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30,gazette_governance_psa__4_.csv,,,True,True
358,Governance,Public Service Delivery,1012 APPOINTMENT THE UNIVERSITIES ACT IN EXERCISE of the powers conferred by section 36 (1) (d) of the (Cap.,1012 KUTAWA KWA VITUNZO ACT KATIKA UTENDAJI wa mamlaka yaliyotolewa na section 36 (1) (d) ya (Cap.,,1012 KIT MA JOKELONYO MA GIMA JOKELONYO OYIENY OYIENY OYIENY MAG TIE KIT NGIMA mag teko ma omi e sula mar 36 (1) (d) mar Chik mar Piny (Cap.,1012 TIRIRIRTA ACTKA UNIVERSITYS ee ku dhaqanka awoodaha lagu siiyo qaybta 36 (1) (d) ee (Cap.,KenyaGazette,2026-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30,gazette_governance_psa__4_.csv,,,True,True
359,Governance,Public Service Delivery,"210) Universities Act, the Cabinet Secretary for Education appoints— TOM MBOYA UNIVERSITY JOSEPH TUIKONG ROTICH APPOINTMENT to be a member of the Council of the Koitaleel Samoei University IN EXERCISE of the powers conferred by section 36 (1) of the College, for a period of three (3) years, with effect from the 30th Universities Act, the Cabinet Secretary for Education appoints— January, 2026.","210) Sheria ya Vyuo vikuu, Katibu wa Baraza la Mafunzo anachagua Tom MBOYA UNIVERSITY JOSEPH TUIKONG ROTICH APPOINTMENT kuwa mwanachama wa Baraza la Chuo Kikuu cha Koitaleel Samoei KATIKA UTENDAJI wa mamlaka zilizopewa na kifungu cha 36 (1) cha Chuo Kikuu, kwa kipindi cha miaka mitatu (3), kwa ufanisi kutoka Sheria ya 30 ya Vyuo vikuu, Katibu wa Baraza la Mafunzo anachagua Januari, 2026.",,"210) Chik mar Yunivasiti, Jatelono mar Kabinet mar Puonjruok oyiero Tom MBOYA UNIVERSITY JOSEPH TUIKONG ROTICH APPOINTMENT mondo obed achiel kuom jokanyo mag Council of the Koitaleel Samoei University E TDO mar teko ma omi e sula mar 36 (1) mar Koleji, kuom higni adek (3), kochakore gi Chik mar 30 mar Yunivasiti, Jatelono mar Kabinet mar Puonjruok oyiero Januar, 2026.","210) Sharciga Jaamacadaha, Xoghayaha Jaamacadaha ee Waxbarashada wuxuu magacaabaa  TOM MBOYA UNIVERSITY JOSEPH TUIKONG ROTICH APPOINTMENT inuu xubin ka noqdo Golaha Jaamacadda Koitaleel Samoei iyadoo la adeegsanayo awoodaha lagu siiyay qaybta 36 (1) ee Jaamacadda, muddo saddex (3) sano ah, laga bilaabo sharciga 30aad ee Jaamacadaha, Xoghayaha Jaamacadaha ee Waxbarashada wuxuu magacaabaa  Janaayo, 2026.",KenyaGazette,2026-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30,gazette_governance_psa__4_.csv,,,True,True
360,Governance,Public Service Delivery,Region County Sub Police Post Map Coordinates APPOINTMENT County IN EXERCISE of the powers conferred by section 5 (1) of the 1.,Mkoa County Sub Polisi Post Map Coordinates APPOINTMENT County katika utekelezaji wa mamlaka yaliyotolewa na section 5 (1) ya 1.,,Regional County Sub Police Post Map Coordinates APPOINTMENT County IN EXERCISE of the powers conferred by section 5 (1) of the 1.,Booliska Booliska Gobolka Hoose ee Gobolka Map Coordinates APPOINTMENT Gobolka oo adeegsanaya awoodaha lagu siiyay qaybta 5 (1) ee 1.,KenyaGazette,2026-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30,gazette_governance_psa__4_.csv,,,True,True
361,Governance,Public Service Delivery,"14 of 2022) IN EXERCISE of the powers conferred by section 40 (1) of the THE KENYA NATIONAL PUBLIC HEALTH INSTITUTE National Police Service Act, 2011, the Inspector-General designate various establishments particulars of which are set out in the Schedule APPOINTMENT hereto to be Police Stations or Posts for the purpose of this Act.","14 ya 2022) KWA kutumia mamlaka zilizopewa na kifungu cha 40 (1) cha Sheria ya Huduma ya Polisi ya Kitaifa ya THE KENYA NATIONAL PUBLIC HEALTH INSTITUTE, 2011, Mkurugenzi Mkuu huchagua taasisi mbalimbali ambazo maelezo yake yameorodheshwa katika MAMBO YA KUFANYA kwa kuwa vituo vya polisi au vituo kwa madhumuni ya Sheria hii.",,"14 mar 2022) E tiyo gi teko ma omiye gi sula mar 40 (1) mar THE KENYA NATIONAL PUBLIC HEALTH INSTITUTE National Police Service Act, 2011, Inspector General keto nying' kuonde mopogore opogore ma weche ma oket e Seduol mar JONONONGO ne oket mondo obed Stations of Police kata Stations e chenro mar Chikni.","14 ee 2022) XAQIIRKA awoodaha lagu siiyo qaybta 40 (1) ee Sharciga Adeegga Booliska Qaranka ee THE KENYA NATIONAL PUBLIC HEALTH INSTITUTE, 2011, Kormeeraha Guud wuxuu u magacaabaa xarumo kala duwan oo ku qoran Sheduuda QAADINTA inay yihiin Saldhigyada Booliska ama Boosaska ujeeddooyinka Sharcigan.",KenyaGazette,2026-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30,gazette_governance_psa__4_.csv,,,True,True
362,Governance,Public Service Delivery,"IN EXERCISE of the powers conferred by paragraph 6 (1) (g) of SCHEDULE the Kenya National Public Health Institute Order, 2022, the Cabinet Secretary for Health appoints— DESIGNATED POLICE STATIONS PATRISIO NJIRU NJERU (DR.) S/No.","KWA kutumia mamlaka yaliyotolewa na aya ya 6 (1) (g) ya MAMBO YA MAMBO YA KUFANYA, Amri ya Taasisi ya Taifa ya Afya ya Umma ya Kenya, 2022, Katibu wa Baraza la Waziri kwa afya anachagua  WATATU WA POLISI WA KUHUSUWA PATRISIO NJIRU NJERU (DR.) S/No.",,"E TEMO mar teko ma omiye gi paragraf mar 6 (1) (g) mar SCHEDULE, Kenya National Public Health Institute Order, 2022, Jatend Kabinet mar weche thieth yiero JOPOTH MA GIMA WECHO POKO PATRISIO NJIRU NJERU (DR.) S/N.","XAQIIMADA AAMARKA lagu siiyo qodobka 6 (1) (g) ee QAYBADA QAYBADA Qaranka Kenya ee Amarka Machadka Caafimaadka Dadweynaha, 2022, Xoghayaha Golaha Wasiirada ee Caafimaadka ayaa magacaabay  STAATIONS POLICE DESIGNATED PATRISIO NJIRU NJERU (DR.) S/No.",KenyaGazette,2026-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30,gazette_governance_psa__4_.csv,,,True,True
363,Governance,Devolution and Local Governance,"NOMINATION The objective of this Agreement is to: IN EXERCISE of the powers conferred by section 23 (2) (b) of the High Court (Organization and Administration) Act, the Principal (a) Provide for a structural framework for partnership between Judge of the High Court nominates— the National Government and the County Government in issuance of bursaries and scholarship, HON.","NOMINATION Lengo la Mkataba huu ni: Katika utekelezaji wa mamlaka yaliyotolewa na kifungu cha 23 (2) (b) ya Sheria ya Mahakama Kuu (Ushirika na Utawala), Mkuu (a) Kuandaa mfumo wa muundo wa ushirikiano kati ya Jaji wa Mahakama Kuu wanaotarajia Serikali ya Taifa na Serikali ya Wilaya katika kutoa ushirika na masomo, HON.",,"TIE KIT NG'AT MA GIMOKO KIT NG'AT MA GIMOKO: E tiyo gi teko ma Chik 23 (2) (b) mar High Court (Organization and Administration) Act miyogi, Jatelono (a) chiwo chenro mar riwruok mar oganda e kind Jang'ad Bura mar High Court (Jaseti) ma keto nying' mar sirkal mar piny gi sirkal mar county e chiwo osuru kod osuru, HON.","Nomination Ujeeddada heshiiskan waa: Intii lagu guda jiray awoodaha lagu siiyo qaybta 23 (2) (b) ee Sharciga Maxkamadda Sare (Ururinta iyo Maamulka), Madaxa (a) wuxuu bixiyaa qaab dhismeed wada shaqeyn u dhexeeya Garsoorka Maxkamadda Sare ee magacaabay  Dowladda Qaranka iyo Dowladda Gobolka ee soo saarka deeq waxbarasho iyo deeq waxbarasho, HON.",KenyaGazette,2026-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30,gazette_governance_psa__4_.csv,,,True,True
364,Governance,Devolution and Local Governance,"27 of 2015) URBAN AREAS AND CITIES (AMENDMENT) ACT, 2019, NOMINATION THE COUNTY GOVERNMENTS ACT IN EXERCISE of the powers conferred by section 23 (2) (b) of the (Cap.","27 ya 2015) MAHALI YA KATIKA MTAANI NA MAJIANI (MARekebisho) Sheria, 2019, Uteuzi wa Sheria ya Serikali za Kaunti katika Kutumia mamlaka zilizopewa na sehemu ya 23 (2) (b) ya (Kati ya.",,"27 mar 2015) Urban Areas and Cities (Amendment) Act, 2019, Nomination THE COUNTY GVERNMENTS ACT IN EXERCISE of the powers conferred by section 23 (2) (b) of the (Cap.","27 ee 2015) Sharciga Deegaannada Magaalooyinka iyo Magaalooyinka (Dhacdo) ee 2019, magacaabista Sharciga Dowladaha Gobollada ee ku saabsan fulinta awoodaha lagu siiyo qaybta 23 (2) (b) ee (Cap.",KenyaGazette,2026-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/19/eng@2026-01-30,gazette_governance_psa__4_.csv,,,True,True
365,Governance,Public Service Delivery,"1731 RE-APPOINTMENT THE SACCO SOCIETIES ACT IN EXERCISE of the powers conferred by section 16 (2) (a) of the Investment Promotion Act, I, William Samoei Ruto, President of the (No.","1731 RE-APPONENTING THE SACCO SOCIETIES ACT katika utekelezaji wa mamlaka yaliyotolewa na section 16 (2) (a) ya Sheria ya Kukuza Uwekezaji, I, William Samoei Ruto, Rais wa (No.",,1731 KITIMO KIT MAWUOYO KUOM JOKEL MAR SACCO KITIMO KITIMO TICH MA NYASAYE MAG OWECHO E KITIMO MAR TICH MAG OWECHO E KITIMO MAR TICH MAG OWECHO E KITH RECHE MAG OWECHO E KITH RECHE MAG OWECHO E KITH RECHE MAG OWECHO E KITH RECHE MAG OWECHO E KITH RECHE MAG OWECHO E KITH RECHE MAG OWECHO E KITH RECHE MAG OWECHO E KITH RECHE MAG OWECHO MAR TICH MAR TICH MAR TICH MAR TICH MAR TICH MAR TICH MAR T,"1731 Dib u magacaabista sharciga SACCO SOCIETIES ACT IN EXERCISING OF the powers conferred by section 16 (2) (a) of the Investment Promotion Act, I, William Samoei Ruto, Madaxweynaha (No.",KenyaGazette,2026-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13,gazette_governance_psa__4_.csv,,,True,True
366,Governance,Public Service Delivery,"14 of 2008) Republic of Kenya and Commander-in-Chief of the Defence Forces, re-appoint— SACCO SOCIETIES REGULATORY AUTHORITY (SASRA) SALLY NJAMBI MAHIHU RE-APPOINTMENT to be the Non-Executive Chairperson of the Board of the Kenya IN EXERCISE of the powers conferred by section 6 (1) (e) and 6 Investment Authority, for a period of three (3) years, with effect from the 13th February, 2026.","14 ya 2008) Jamhuri ya Kenya na Mkuu wa Vikosi vya Ulinzi, kutawaza tena SAACCO SOCIETIES REGULATORY AUTHORITY (SASRA) SALLY NJAMBI MAHIHU kuwa Mwenyekiti wa bodi ya Kenya bila kuwa Mtendaji katika kutekeleza mamlaka zilizopewa na kifungu cha 6 (1) (e) na 6 Investment Authority, kwa kipindi cha miaka mitatu (3), na kuanza tarehe 13 Februari 2026.",,"14 mar 2008) Kenya Republic and Commander-in-Chief of the Defence Forces, reappoint SACCO SOCIETIES REGULATORY AUTHORITY (SASRA) SALLY NJAMBI MAHIHU REPONT to be Non-Executive Chairman of the Board of Kenya IN EXERCISING of the powers conferred by section 6 (1) (e) and 6 Investment Authority, for a period of three (3) years, with effect from 13th February, 2026.","14 ee 2008) Jamhuuriyadda Kenya iyo Taliyaha Guud ee Ciidamada Difaaca, dib u magacaabay  SAACCO SOCIETIES REGULTORY AUTHORITY (SASRA) SALLY NJAMBI MAHIHU REPONTEMENT inuu noqdo Guddoomiyaha aan fulin ee Guddiga Kenya ee FALKANaya awoodaha lagu siiyay qaybta 6 (1) (e) iyo Hay'adda Maalgashiga 6 muddo saddex (3) sano ah, laga bilaabo Febraayo 13, 2026.",KenyaGazette,2026-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-13/27/eng@2026-02-13,gazette_governance_psa__4_.csv,,,True,True
